,PSNY,HarmlessError,ProsecutMisconduct,DocumentLength,DefendantRespondent,DefendantAppellant,File,DA,ADA,Judges,Crime,Defense,GroundsForAppeal,ModeOfConviction,Judge,Mode,Keywords
2017_01415,respondent,0,0,10719,0.0,1.0,2017_01415.htm.txt,Karen Heggen,Gordon W. Eddy,"  McCarthy, Egan Jr., Rose and Mulvey, JJ",absconding;he repeatedly violated orders protection place to protect victim by making contact with her;to statutory rape;taking her out state;providing her with cell phones;which may constitute evidence his acceptance responsibility,Private,misconduct,,Sypniewski,,reversed
2017_01439,respondent,0,0,31210,0.0,1.0,2017_01439.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Richter, Moskowitz and Kapnick, JJ",reversed;ion;on law;decision de novo on motion;motion granted to extent remanding matter for hearing on defendant's claim ineffective assistance counsel,Private,ineffective assistance,,Daniel P. FitzGerald,,reversed
2017_01441,respondent,0,0,2399,0.0,1.0,2017_01441.htm.txt,"Cyrus R. Vance, Jr.",Garrett Lynch," Concur-Friedman, J.P., Andrias, Moskowitz, Kapnick and Kahn, JJ","45 NY2d 244;ion"" (People v Coppa;249 [1978]);may not obtain an interlocutory appeal by claiming to invoke court's civil jurisdiction",Private,,,Ronald A. Zweibel,,reversed
2017_01443,respondent,0,0,2131,0.0,1.0,2017_01443.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",unanimously affirmed;unlawful possession marijuana;sentencing him to fine $25,Legal Aid Society,,nonjury trial,Larry R.C. Stephen,,affirmed
2017_01450,respondent,0,0,5761,0.0,1.0,2017_01450.htm.txt,"Cyrus R. Vance, Jr.",Jessica Olive," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",unanimously affirmed;to aggregate terms 31/2 to 7 years;ing defendants grand larceny;possession burglar's tools;sentencing both defendants;as felony offenders,Private,,,"Charles H. Solomon, Daniel P. FitzGerald",,affirmed
2017_01453,respondent,0,0,1016,0.0,1.0,2017_01453.htm.txt,"Cyrus R. Vance, Jr.",Joshua L. Haber," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",,Private,,,Gregory Carro,,affirmed
2017_01456,respondent,0,0,1497,0.0,1.0,2017_01456.htm.txt,,," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",,Legal Aid Society,,,Eduardo Padro,,affirmed
2017_01457,respondent,0,0,1416,0.0,1.0,2017_01457.htm.txt,"Cyrus R. Vance, Jr.",Sheila L. Bautista," Concur-Friedman, J.P., Richter, Kapnick and Kahn, JJ",sentencing him to term years;unanimously modified;otherwise affirmed;with years' postrelease supervision;on law;robbery;to extent vacating period postrelease supervision;remanding matter for further proceedings accordance with this decision,Legal Aid Society,,plea of guilty,Melissa C. Jackson,,reversed
2017_01462,respondent,0,0,4075,0.0,1.0,2017_01462.htm.txt,"Cyrus R. Vance, Jr.",Oliver McDonald," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",unanimously affirmed;after jury trial;assault (two counts);sentencing him to an aggregate term 15 years;assault;ing defendant;attempted assault,Private,ineffective assistance,,Lewis Bart Stone,,affirmed
2017_01466,respondent,0,0,1923,0.0,1.0,2017_01466.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",unanimously affirmed;after jury trial;grand larceny;to term to years;ing defendant;as felony offender;sentencing him,Legal Aid Society,,,Ronald A. Zweibel,,affirmed
2017_01468,respondent,0,0,1451,0.0,1.0,2017_01468.htm.txt,"Cyrus R. Vance, Jr.",David P. Stromes," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",risk pursuant to Sex Offender Registration Act,Legal Aid Society,,,James M. Burke,,affirmed
2017_01471,respondent,0,0,1526,0.0,1.0,2017_01471.htm.txt,,," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",,Legal Aid Society,,,Larry Stephen,,affirmed
2017_01472,respondent,0,0,2122,0.0,1.0,2017_01472.htm.txt,"Cyrus R. Vance, Jr.",Hope Korenstein," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",(see People v Peque;176 [2013]; cert denied sub nom;22 NY3d 168,Private,,,"James A. Yates, Ronald A. Zweibel"," at plea, at sentencing",
2017_01476,respondent,0,0,1028,0.0,1.0,2017_01476.htm.txt,"Cyrus R. Vance, Jr.",Stephen J. Kress," Concur-Sweeny, J.P., Andrias, Manzanet-Daniels, Gische and Webber, JJ",,Legal Aid Society,,,Gregory Carro,,affirmed
2017_01490,respondent,0,0,2441,0.0,1.0,2017_01490.htm.txt,"Cyrus R. Vance, Jr.",John T. Hughes," Concur-Renwick, J.P., Mazzarelli, Moskowitz, Kapnick and Webber, JJ",with years' probation;after jury trial;unanimously affirmed;aggravated vehicular assault;sentencing him to an aggregate term months;ing defendant;operating motor vehicle while intoxicated;vehicular assault,Private,ineffective assistance,,Laura A. Ward,,affirmed
2017_01496,respondent,0,0,1779,0.0,1.0,2017_01496.htm.txt,"Cyrus R. Vance, Jr.",Julia P. Cohen," Concur-Renwick, J.P., Mazzarelli, Moskowitz, Kapnick and Webber, JJ",unanimously affirmed;to an aggregate term 13 years;as felony offender;sentencing him;criminal sale firearm;conspiracy,Private,,plea of guilty,Bonnie G. Wittner,,affirmed
2017_01502,respondent,0,0,1030,0.0,1.0,2017_01502.htm.txt,"Cyrus R. Vance, Jr.",John T. Hughes," Concur-Renwick, J.P., Mazzarelli, Moskowitz, Kapnick and Webber, JJ",,Legal Aid Society,,,Jill Konviser,,affirmed
2017_01504,respondent,0,0,1061,0.0,1.0,2017_01504.htm.txt,"Cyrus R. Vance, Jr.",Stephen J. Kress," Concur-Renwick, J.P., Mazzarelli, Moskowitz, Kapnick and Webber, JJ",,Private,,,Edward J. McLaughlin,,affirmed
2017_01509,respondent,0,0,3413,0.0,1.0,2017_01509.htm.txt,"Cyrus R. Vance, Jr.",Diane N. Princ," Concur-Andrias, J.P., Feinman, Gische and Gesmer, JJ",unanimously affirmed;as violent felony offender;ing defendant robbery;robbery;to an aggregate term 12 years;sentencing him,Private,,,"Lawrence K. Marks, Renee A. White",,affirmed
2017_01512,respondent,0,0,2439,0.0,1.0,2017_01512.htm.txt,"Cyrus R. Vance, Jr.",Brian R. Pouliot," Concur-Andrias, J.P., Feinman, Gische and Gesmer, JJ",ion for felony requiring such registration that state;notwithstanding that Connecticut felony is not equivalent to any New York felony,Private,,,Juan M. Merchan,,affirmed
2017_01516,respondent,0,0,1692,0.0,1.0,2017_01516.htm.txt,"Cyrus R. Vance, Jr.",Frank Glaser," Concur-Andrias, J.P., Feinman, Gische and Gesmer, JJ",sentencing him to concurrent terms months;unanimously affirmed;criminal mischief;criminal possession weapon;ing defendant;upon his pleas guilty,Legal Aid Society,,,Michael J. Obus,,affirmed
2017_01517,respondent,0,0,827,0.0,1.0,2017_01517.htm.txt,Darcel D. Clark,Samuel L. Yellen," Concur-Andrias, J.P., Feinman, Gische and Gesmer, JJ",,Legal Aid Society,,,Margaret L. Clancy,,affirmed
2017_01519,respondent,0,0,4016,0.0,1.0,2017_01519.htm.txt,"Cyrus R. Vance, Jr.",Andrew E. Seewald," Concur-Andrias, J.P., Feinman, Gische and Gesmer, JJ",unanimously affirmed;after jury trial;as violent felony offender;to an aggregate term 13 years;assault;criminal possession weapon;ing defendant;sentencing him;attempted assault,Private,ineffective assistance,,Michael J. Obus,,affirmed
2017_01558,respondent,0,0,2448,0.0,1.0,2017_01558.htm.txt,"Anthony A. Scarpino, Jr.",," Dillon, J.P., Roman, Hinds-Radix and Barros, JJ",imposing sentence,Private,,jury verdict,Warhit,,affirmed
2017_01559,respondent,0,0,1545,0.0,1.0,2017_01559.htm.txt,"Anthony A. Scarpino, Jr.",," Balkin, J.P., Mastro, Duffy, LaSalle and Brathwaite Nelson, JJ",imposing sentence,Private,,plea of guilty,Warhit,,affirmed
2017_01560,respondent,0,0,2925,0.0,1.0,2017_01560.htm.txt,"Anthony A. Scarpino, Jr.",," Mastro, J.P., Austin, Miller and Maltese, JJ",imposing sentence,Private,,plea of guilty,Zambelli,,affirmed
2017_01561,respondent,0,0,6643,0.0,1.0,2017_01561.htm.txt,Richard A. Brown,," Balkin, J.P., Hall, LaSalle and Barros, JJ",imposing sentence,Private,,jury verdict,Buchter,,reversed
2017_01562,respondent,0,0,1822,0.0,1.0,2017_01562.htm.txt,"Anthony A. Scarpino, Jr.",," Mastro, J.P., Leventhal, Hall and Cohen, JJ",imposing sentence,Private,ineffective assistance,plea of guilty,Zambelli,,affirmed
2017_01563,respondent,0,0,3473,0.0,1.0,2017_01563.htm.txt,David M. Hoovler,," Mastro, J.P., Leventhal, Hall and Cohen, JJ",imposing sentence,Private,,plea of guilty,DeRosa,,
2017_01564,respondent,0,0,4962,0.0,1.0,2017_01564.htm.txt,Richard A. Brown,," Eng, P.J., Balkin, Hall and Barros, JJ",imposing sentence,Private,,jury verdict,Holder,,reversed
2017_01565,respondent,0,0,2754,0.0,1.0,2017_01565.htm.txt,"Anthony A. Scarpino, Jr.",," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",imposing sentence,Private,,jury verdict,Zambelli,,affirmed
2017_01566,appellant,0,0,6411,1.0,0.0,2017_01566.htm.txt,Thomas P. Zugibe,Itamar J. Yeger," Dillon, J.P., Roman, Hinds-Radix and Barros, JJ","105 AD3d 782;274-275 [2003]; People v Flowers;138 AD3d 1138;1 NY3d 269;ion"" (People v Woodson;1139 [2016]);782 [2013] [internal quotation marks omitted]; see People v Mills",Private,insufficient,,Kelly,,reversed
2017_01567,respondent,0,0,1709,0.0,1.0,2017_01567.htm.txt,Richard A. Brown,," Dillon, J.P., Chambers, Sgroi, Maltese and Barros, JJ",ing him grand larceny under Indictment No,Private,,,Holder,,affirmed
2017_01568,respondent,0,0,1889,0.0,1.0,2017_01568.htm.txt,Thomas P. Zugibe,Itamar Yeger," Eng, P.J., Leventhal, Cohen and Duffy, JJ",imposing sentence,Private,,jury verdict,Nelson,,affirmed
2017_01569,respondent,0,0,8072,0.0,1.0,2017_01569.htm.txt,Richard A. Brown,," Balkin, J.P., Hall, LaSalle and Barros, JJ",imposing sentence,Private,insufficient,jury verdict,Margulis,,reversed
2017_01570,respondent,0,0,5534,0.0,1.0,2017_01570.htm.txt,Madeline Singas,," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",imposing sentence,Private,,jury verdict,Paradiso,,affirmed
2017_01571,respondent,0,0,2278,0.0,1.0,2017_01571.htm.txt,"Anthony A. Scarpino, Jr.",," Dillon, J.P., Chambers, Sgroi, Maltese and Barros, JJ",imposing sentence,Private,,plea of guilty,Everett,,affirmed
2017_01572,respondent,0,0,1249,0.0,1.0,2017_01572.htm.txt,William V. Grady,Kirsten A. Rappleyea," Rivera, J.P., Austin, Roman, Hinds-Radix and Connolly, JJ",imposing sentence,Private,,plea of guilty,Greller,,affirmed
2017_01573,respondent,0,0,2519,0.0,1.0,2017_01573.htm.txt,,," Rivera, J.P., Cohen, Miller and Brathwaite Nelson, JJ",imposing sentence,Private,insufficient,jury verdict,Harrington,,affirmed
2017_01574,respondent,0,0,2146,0.0,1.0,2017_01574.htm.txt,Thomas J. Spota,Karla Lato," Leventhal, J.P., Roman, Sgroi and Connolly, JJ",imposing sentence,Private,,plea of guilty,Efman,,affirmed
2017_01575,respondent,0,0,59649,0.0,1.0,2017_01575.htm.txt,David M. Hoovler,<i>Robert H. Middlemiss</i>,"  Roman, Hinds-Radix and Brathwaite Nelson, JJ",is an absolute bar to her maintaining an actual innocence claim pursuant to CPL 440.10 (1) (h),Private,insufficient,plea of guilty,,,reversed
2017_01576,respondent,0,0,1505,0.0,1.0,2017_01576.htm.txt,Thomas J. Spota,Thomas Constant," Rivera, J.P., Dillon, Chambers and Hinds-Radix, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Kahn,,affirmed
2017_01577,respondent,0,0,3753,0.0,1.0,2017_01577.htm.txt,,," Leventhal, J.P., Sgroi, LaSalle and Barros, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Brennan,,reversed
2017_01594,respondent,0,0,9520,0.0,1.0,2017_01594.htm.txt,Joel E. Abelove,Vincent J. O'Neill,"  Peters, P.J., Lynch, Clark and Aarons, JJ",burglary;menacing (three counts);ing defendant crimes criminal use firearm (four counts);criminal use firearm;robbery (three counts);attempted robbery;petit larceny,Private,,,Jacon,,affirmed
2017_01595,respondent,0,0,18257,0.0,1.0,2017_01595.htm.txt,Joel E. Abelove,Vincent J. O'Neil,"  McCarthy, J.P., Lynch, Clark and Mulvey, JJ",attempted robbery (two counts);ing defendant crimes robbery (two counts),Private,,,Ceresia,,affirmed
2017_01596,respondent,0,0,2241,0.0,1.0,2017_01596.htm.txt,Robert M. Carney,Peter H. Willis,"  Lynch, J.P., Rose, Devine, Mulvey and Aarons, JJ",crime perjury (two counts);imposed sentence imprisonment;(2) which revoked defendant's probation,Private,,plea of guilty,Hoye,,
2017_01597,respondent,0,0,6597,0.0,1.0,2017_01597.htm.txt,,,"  Garry, J.P., Egan Jr., Devine and Aarons, JJ",falsely reporting an incident;ing defendant crimes criminal possession controlled substance,Private,ineffective assistance,,Hayden,,affirmed
2017_01598,respondent,0,0,4779,0.0,1.0,2017_01598.htm.txt,P. David Soares,Michael C. Wetmore,"  Garry, J.P., Rose, Clark and Mulvey, JJ",crimes criminal possession controlled substance (two counts);criminally using drug paraphernalia;unlawful possession marihuana;criminal possession controlled substance seventh,Private,ineffective assistance,plea of guilty,McDonough,,affirmed
2017_01618,respondent,0,0,4037,0.0,1.0,2017_01618.htm.txt,,,"  McCarthy, J.P., Garry, Rose and Aarons, JJ",risk pursuant to Sex Offender Registration Act,Private,,,McKeighan,,reversed
2017_01632,respondent,0,0,1615,0.0,1.0,2017_01632.htm.txt,"Cyrus R. Vance, Jr.",Malancha Chanda," Concur-Friedman, J.P., Andrias, Feinman, Kapnick and Gesmer, JJ",unanimously affirmed;attempted criminal contempt;sentencing him to term months,Legal Aid Society,,plea of guilty,Ronald A. Zweibel,,affirmed
2017_01635,respondent,0,0,1018,0.0,1.0,2017_01635.htm.txt,"Cyrus R. Vance, Jr.",Ross D. Mazer," Concur-Friedman, J.P., Andrias, Feinman, Kapnick and Gesmer, JJ",,Private,,,Michael Obus,,affirmed
2017_01653,respondent,0,0,1036,0.0,1.0,2017_01653.htm.txt,Darcel D. Clark,Peter D. Coddington," Concur-Acosta, J.P., Richter, Manzanet-Daniels, Gische and Webber, JJ",,Private,,,Judith Lieb,,affirmed
2017_01656,respondent,0,0,1515,0.0,1.0,2017_01656.htm.txt,,," Concur-Acosta, J.P., Richter, Manzanet-Daniels, Gische and Webber, JJ",,Legal Aid Society,,,Jill Konviser,,affirmed
2017_01659,respondent,0,0,2380,0.0,1.0,2017_01659.htm.txt,Darcel D. Clark,Shannon Henderson," Concur-Acosta, J.P., Richter, Manzanet-Daniels and Gische, JJ",unanimously affirmed;after jury trial;as violent felony offender;to an aggregate term 20 years;criminal possession weapon;ing defendant;sentencing him;manslaughter,Private,,,Troy K. Webber,,affirmed
2017_01706,respondent,0,0,1331,0.0,1.0,2017_01706.htm.txt,Madeline Singas,," Rivera, J.P., Cohen, Miller and Brathwaite Nelson, JJ",imposing sentence,Private,,plea of guilty,C. Quinn,,affirmed
2017_01707,respondent,0,0,2900,0.0,1.0,2017_01707.htm.txt,Madeline Singas,," Eng, P.J., Leventhal, Cohen and Duffy, JJ",imposing sentence,Private,misconduct,jury verdict,Corrigan,,affirmed
2017_01708,respondent,0,0,4224,0.0,1.0,2017_01708.htm.txt,William V. Grady,Kirsten A. Rappleyea," Chambers, J.P., Roman, LaSalle and Barros, JJ",convicting him criminal possession weapon under Superior Court Information No;(2) judgment same court;2014;imposing sentence;also rendered August 21,Private,,plea of guilty,Greller,,affirmed
2017_01709,respondent,0,0,1641,0.0,1.0,2017_01709.htm.txt,,," Hall, J.P., Miller, Connolly and Brathwaite Nelson, JJ",imposing sentence,Private,,jury verdict,Chun,,affirmed
2017_01710,respondent,0,0,3770,0.0,1.0,2017_01710.htm.txt,,," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",imposing sentence,Private,insufficient,jury verdict,Firetog,,affirmed
2017_01711,respondent,0,0,1189,0.0,1.0,2017_01711.htm.txt,Richard A. Brown,," Dillon, J.P., Sgroi, Miller and LaSalle, JJ",,Private,ineffective assistance,,,,
2017_01712,respondent,0,0,1269,0.0,1.0,2017_01712.htm.txt,Thomas J. Spota,Grazia DiVincenzo," Dillon, J.P., Chambers, Sgroi, Maltese and Barros, JJ",imposing sentence,Private,,plea of guilty,Efman,,affirmed
2017_01713,respondent,0,0,1372,0.0,1.0,2017_01713.htm.txt,Richard A. Brown,," Balkin, J.P., Miller, LaSalle and Brathwaite Nelson, JJ",imposing sentence,Private,,plea of guilty,Lasak,,affirmed
2017_01714,respondent,0,0,2627,0.0,1.0,2017_01714.htm.txt,,," Hall, J.P., Miller, Connolly and Brathwaite Nelson, JJ",imposing sentence,Private,,jury verdict,Firetog,,affirmed
2017_01715,respondent,0,0,4417,0.0,1.0,2017_01715.htm.txt,Madeline Singas,," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",imposing sentence,Private,,jury verdict,Gugerty,,affirmed
2017_01716,respondent,0,0,3888,0.0,1.0,2017_01716.htm.txt,Madeline Singas,," Balkin, J.P., Austin, Sgroi and LaSalle, JJ",imposing sentence,Private,ineffective assistance,jury verdict,Delligatti,,affirmed
2017_01717,respondent,0,0,2317,0.0,1.0,2017_01717.htm.txt,,," Dillon, J.P., Austin, Hinds-Radix and Maltese, JJ",imposing sentence,Private,,nonjury trial,IDV Part,,affirmed
2017_01718,respondent,0,0,39771,0.0,1.0,2017_01718.htm.txt,William V. Grady,Kirsten A. Rappleyea," Leventhal, J.P., Cohen and Duffy, JJ",imposing sentence,Private,,jury verdict,Forman,,reversed
2017_01719,respondent,0,0,2017,0.0,1.0,2017_01719.htm.txt,Richard A. Brown,," Mastro, J.P., Chambers, Maltese and Duffy, JJ",imposing sentence,Private,ineffective assistance,plea of guilty,Buchter,,affirmed
2017_01720,respondent,0,0,2499,0.0,1.0,2017_01720.htm.txt,Thomas J. Spota,Marion M. Tang," Eng, P.J., Leventhal, Cohen and Duffy, JJ",risk pursuant to Sex Offender Registration Act,Private,,,Kahn,,affirmed
2017_01730,respondent,0,0,5191,0.0,1.0,2017_01730.htm.txt,Chad W. Brown,Amanda M. Nellis,"  McCarthy, J.P., Garry, Lynch and Aarons, JJ",criminal possession weapon;attempted assault;ing defendant crimes attempted murder;criminal use firearm,Private,ineffective assistance,,Giardino,,reversed
2017_01731,respondent,0,0,4965,0.0,1.0,2017_01731.htm.txt,,,"  McCarthy, J.P., Egan Jr., Lynch and Mulvey, JJ",crime assault,Private,,plea of guilty,Catena,,affirmed
2017_01732,respondent,0,0,8786,0.0,1.0,2017_01732.htm.txt,,,"  Garry, J.P., Devine, Clark and Mulvey, JJ",ing defendant crimes grand larceny (two counts);scheme to defraud;issuing bad check (two counts),Private,,,Hall Jr.,,affirmed
2017_01733,respondent,0,0,7180,0.0,1.0,2017_01733.htm.txt,Weeden A. Wetmore,John R. Thweatt,"  McCarthy, J.P., Garry, Rose and Aarons, JJ",unlawful imprisonment;assault;crimes petit larceny;endangering welfare child,Private,,nonjury trial,Rich Jr.,,affirmed
2017_01734,respondent,0,0,9810,0.0,1.0,2017_01734.htm.txt,,,"  McCarthy, J.P., Egan Jr., Lynch and Clark, JJ",ing defendant crime assault,Private,,,Koweek,,reversed
2017_01735,respondent,0,0,3858,0.0,1.0,2017_01735.htm.txt,Kathleen B. Hogan,Emilee B. Davenport,"  McCarthy, J.P., Garry, Lynch and Rose, JJ",crime burglary,Private,ineffective assistance,plea of guilty,Hall Jr.,,affirmed
2017_01736,respondent,0,0,3872,0.0,1.0,2017_01736.htm.txt,Robert M. Carney,Peter H. Willis,"  Peters, P.J., Rose and Aarons, JJ",crime criminal sale controlled substance,Private,,plea of guilty,Loyola,,affirmed
2017_01780,respondent,0,0,2008,0.0,1.0,2017_01780.htm.txt,"Cyrus R. Vance, Jr.",," Concur-Friedman, J.P., Acosta, Renwick, Andrias and Moskowitz, JJ",unanimously affirmed;attempted burglary;to an aggregate term 191/2 years to life;as persistent violent felony offender;sentencing him;bail jumping;ing defendant burglary,Private,,,"Daniel P. Conviser, Rena K. Uviller",,affirmed
2017_01786,respondent,0,0,3121,0.0,1.0,2017_01786.htm.txt,"Cyrus R. Vance, Jr.",David M. Cohn," Concur-Sweeny, J.P., Mazzarelli, Moskowitz and Kahn, JJ",to term 12 years;unanimously affirmed;as felony offender;sentencing him;manslaughter,Private,misconduct,plea of guilty,Laura A. Ward,,affirmed
